,Sentences
915,"For an additional charge, less than the original, messages may be repeated back to insure their accuracy."
916,"Read over to the official, or still better, have him read your message over in your presence, that you may be sure he understands it as written."
917,You cannot hold others responsible for your own mistakes.
918,TELEGRAPHING MONEY You can telegraph money with as much safety as you can send it through a bank.
919,"In handling money in this way, the telegraph company does not act as a banker but as a carrier."
920,"Telegraph money orders are a great convenience, when one wants to send cash to a distant point in a hurry."
921,"Country telegraph offices do not, as a rule, transmit money; that function is left to the offices in the larger centers."
922,THE METHOD One wishing to wire money will find at the telegraph office suitable blanks; they are furnished gratis.
923,"On lines provided for the purpose and properly indicated, as in a postal order form, write the name and address of the person to receive the money, with the amount."
924,"This paper, properly signed, is handed to the clerk with the money to be sent and the fee for transmission."
925,The fee is double that charged for an ordinary message of the same length.
926,"If, for any reason, the person to whom the money is sent cannot be found within forty eight hours, the money is returned to the sender, but the fees are retained, as the company is not to blame for failure."
927,"The receiver of a money order, if unknown, must identify himself as he would at a bank, and he must receipt for the money."
928,"If the person to receive the money is an entire stranger in the place to which the money is sent, the sender knows it, and he provides for the situation by signing, on the reverse of the application, an order to the distant operator to pay the money to the person named within, without further identification."
929,"When a telegraph operator receives a money order, he at once seeks out the person to whom it is sent, and pays the money in accordance with his instructions as to identification."
930,"THE TELEPHONE The telephone, local and long distance, is fast superceding the telegraph as a medium for speedy business communications."
931,Its use is not confined to large cities as at first.
932,Nearly every village is now in communication with the outer world through the telephone.
933,"The world has just awakened to the needs of its food producer, the farmer."
934,"In Norway, which is not a rich country, the telephone has been introduced on the farms."
935,The rates are low and the benefits are inestimable.
936,"On our large farms, in the West, telephones have been in use for some time as an essential part of the machinery."
937,"Now, there is a move on foot to make them available for every farmer in the more settled regions."
938,"While business can be conducted over the telephone, as if the speakers stood face to face, yet such transactions not being recorded, will not stand in law, if one of the parties should dispute the other's word."
939,"CHAPTER XV BUSINESS BY EXPRESS There are two kinds of expresses, viz."
940,"The names describe the provinces of each, though a general express may do a local business."
941,All express companies are common carriers.
942,The carrying business done by our express companies is enormous.
943,"They have their own special cars attached to passenger and fast freight trains, and their goods are given special departments in water transportation."
944,"If living between two towns, it is always better to have your letters and express business done through one office."
945,"INSTRUCTIONS When ordering material by express, make sure that you give the address, to which you wish it sent, in such a way that a mistake on the part of the forwarder will be out of the question."
946,"If you send away goods by express, make sure that they are securely packed, and be equally sure that the address is clearly written and in a large hand."
947,It would be better if the address could be painted on with a brush.
948,"If you should send perishable stuff, like meat, flowers, glass, or fruit, be sure to label the package perishable or Handle with care, glass."
949,On long distance transportation prepayment is required; on short distances it is optional.
950,It is always better to get from the express agent a receipt for the matter taken in charge.
951,Take care to put your own address on the lower left hand corner of the package to be sent.
952,"If the person to whom the parcel is sent cannot be found, the address will enable the express company to notify the sender at once of the fact."
953,"When sending any goods by express, it is always prudent to notify the person for whom they are intended of the fact by mail, and also to state the company by which the matter was sent and the date of shipment."
954,"THE COMPANY'S DUTY The express company must always require, on delivering goods, a receipt from the receiver."
955,"If the goods should be received by a second person, on behalf of the consignee, he must sign the consignee's name, and under that his own."
956,"If a package appears to be damaged in transmission, the express company must permit the receiver to examine it before signing."
957,"He may refuse to sign or to accept in any way, if the goods are injured, or not as he ordered."
958,Express companies are responsible for all damages sustained by goods while in their charge.
959,COLLECTIONS BY EXPRESS All the large express companies have the machinery for collecting accounts and notes whenever they have branch offices.
960,Their services are prompt and their charges reasonable.
961,"Where an express company fails to collect, notice is promptly given with the reasons for failure."
962,"When you wish an express company to collect, it will be necessary for you to make out a statement of the account."
963,"This is placed in a special envelope, provided by the company."
964,It is properly indorsed and handed to the company's representative.
965,"The company charges a small fee for collection, whether it succeeds or not."
966,"In any case the fee is not much above a fourth of one per cent, unless there should be unusual trouble."
967,"C. O. D. BY EXPRESS As you know, C.O.D."
968,Cash on delivery orders constitute no small part of every express company's business.
969,"When goods are forwarded in this way, the sender furnishes with the goods an itemized bill duly receipted."
970,The express company's charges should be included in the bill.
971,The express agent is sure to collect the bill before he lets the goods leave his keeping.
972,"MONEY BY EXPRESS Should you desire to send money by express, it will be well to go to the company's office before you pack it up."
973,Express companies have special receptacles or envelopes in which to store coin or bills.
974,There is no charge for these.
975,"The sender must himself seal the packages containing the money, and write on them the address of the consignee, also the amount enclosed."
976,"Having received the packages, the express agent ties them up, affixes his official seal, which is so arranged that the package cannot be opened or tampered with, without breaking."
977,"This done, he gives the sender a receipt."
978,This should be cared for as a vital part of the record.
979,The charges for sending money by express may or may not be paid in advance.
980,They vary with the amount to be carried and the distance.
981,Packages of money are receipted for in the usual way.
982,"They are delivered only to the legal consignee, unless a second person should appear with an order, amounting to a power of attorney, and which the company cannot reject."
983,MONEY ORDERS The foregoing by no means limits the express company's usefulness or field of opportunities.
984,Express companies issue money orders much as does the Post Office Department.
985,"As with the post office, the fees for orders vary, but no order is issued for more than fifty dollars."
986,"If you want to send such an order, the express company will furnish the proper blank for you to fill out."
987,"On this form must be written out very plainly the name and address of the person to whom the order is to be sent, with the amount, in words and in figures."
988,"On receiving the money the express agent gives to his customer two papers; one is the company's receipt for the money, the other is the order itself."
989,The order instructs the agent at the point to which it is to be sent to pay the sum named to the person named.
990,To complete the order the sender should sign his name in a place indicated for the purpose on the back of the paper.
991,"This done, the order can be sent to the person for whom it is intended, in an ordinary envelope."
992,"The receiver of an express money order can have it cashed at the express office in his town, or sign it and place it in his own bank as if it were cash."
993,"CHAPTER XVI ABOUT RAILROADS Not everything about railroads, that would be a tremendous undertaking, but just enough to show what everyone should know about them as carriers of goods."
994,"The express companies have practically a monopoly of the transportation of the smaller packages of goods requiring quick transit and immediate delivery, but the longer, heavier, and slower freight are in the hands of the railroads, and where it can be done, and time is not a first factor, the steamboat takes the place of the train."
995,"BILLS OF LADING As most of the goods in changing hands are carried by steamboat or railroad, the method of shipment should be understood by everyone who may be called on to use one or the other means of transportation."
996,The person shipping goods in this way is the consignor.
997,The person to whom the goods are shipped is the consignee .
998,The goods shipped are described in a paper called a bill of lading.
999,"A bill of lading is a written contract, or statement of the goods shipped, their condition, and the time of shipment."
1000,Bills of lading and receipt blanks are furnished at the offices of the transportation companies.
1001,Two copies of the bill of lading should be made out.
1002,One of these is signed by the consignor and the other by the transportation agent.
1003,"The copy signed by the consignor is kept by the agent, and the copy signed by the agent is retained by the consignor, as a voucher for the goods shipped."
1004,This receipt should be mailed to the consignee.
1005,"When the consignee gets this bill of lading, it is a voucher to the freight agent, where the goods are to be delivered, as to the ownership."
1006,It is usual for the agent at the point of shipment to send a copy of the bill of lading to the agent where the goods are received.
1007,In this way he can compare the consignment with the consignee's bill.
1008,"EXPENSE BILLS It is not usual to pay freight bills at the point of shipment, that being left till the goods reach their destination."
1009,"The agent at the place of delivery makes out an expense bill, which is an itemized statement of the freight charges, and must be paid by the consignee before delivery."
1010,"This done, the consignee must sign a receipt for the goods delivered, and the affair is closed."
1011,"A BILL AND A DRAFT Before wholesale houses or manufacturers ship goods, they are either paid for or they have a business understanding with the consignee as to when and how the payment is to be made."
1012,"There are occasions, however, when no such arrangement has been made, and a man not well known to the merchant orders goods shipped by freight."
1013,"In a case like this, the merchant may ascertain through a commercial agency the agencies make it their business to keep posted in such matters the standing of the man giving the order."
1014,"Trade has its risks and the merchant, even where the information is not quite assuring, may decide to fill the order and ship it."
1015,"As with express companies, goods may be sent as freight, C. O. D. This is done by means of a bill of lading, to which is attached a draft."
1016,The shipper bills the goods to himself at the point to which they were ordered.
1017,"To the bill of lading he attaches a draft for the sum involved, but this, instead of being forwarded to the consignee by mail, is sent to him through a bank for collection."
1018,"Now before the consignee can get the bill of lading, which authorizes him to receive the goods, he must pay the draft."
1019,"The bill, which is in the shipper's name, is then endorsed over to the payer of the draft."
1020,Country merchants and sometimes farmers send produce by freight to be sold on commission in the city.
1021,"AN INVOICE Delhi, N. Y., Sept."
1022,"Invoice of Merchandise shipped by Harry T. Jackson and consigned to Brown, Smith Co., Newburg, N. Y. to be sold on commission."
1023,"CHAPTER XVII TAXES Generally speaking, tax bills are paid with reluctance."
1024,This is no doubt due to the fact that with every other form of payment one has something tangible to show for the expenditure.
1025,"If every good citizen could be brought to see that his private interests are closely linked with public affairs, he would take more interest in the local politics of his town and county, and so have a voice in the expenditure of taxes by selecting the best men to do the work for him."
1026,"Taxes are forced contributions levied on citizens to provide money for public expenses, such as law and order, schools, charities and public institutions."
1027,All tax laws are made by the men who pay the taxes.
1028,The tax laws are made by the legislators up at the state capital.
1029,Very true; but who nominates and elects the legislators
1030,Did you not put them into office
1031,"No, the bosses did that, you reply."
1032,"True again, but good men are in the majority and if they did their duty to their country and themselves, there would be no bosses and taxes would be honestly spent."
1033,"KINDS OF TAXES Tax laws are enacted by Congress, and by the legislatures of our many states."
1034,Taxes cannot be collected without this authority.
1035,State taxes are collected for the state use only.
1036,United States taxes are expended for the benefit of all the people of all the states.
1037,Taxes may be further divided into direct and indirect.
1038,"Direct taxes are, at present, only employed by the states."
1039,"They are levied on realty and personal property, and are paid by the particular person named in the tax bill presented by the authorized collector."
1040,"The amount of these taxes vary each year, depending on the public requirements."
1041,They are based on assessments made by officers appointed for the purpose and generally known as assessors.
1042,"CUSTOMS DUTY Though there is no demand made on each individual to pay the indirect taxes required by the Government, yet indirectly every person who spends little or much money is paying them."
1043,The Government's chief means of raising the great sums of money needed yearly to carry on its machinery is by customs duties and internal revenue collections.
1044,The customs revenue is obtained from a tax levied on certain articles imported from foreign countries.
1045,This customs tax is called a tariff.
1046,"The question as to the goods that shall be subject to a tariff and the amount to be levied on the same, is one that has long perplexed statesmen and been a leading party issue."
1047,"The merchant, to whom the goods are assigned from a foreign port, must pay the duty levied on them by a Government Appraiser before he can take them away."
1048,"Private parties, landing from abroad at any of our ports of entry, are required, before getting their baggage, to write out a declaration of the things contained in their trunks."
1049,But this declaration does not prevent the customs inspectors from making a careful personal examination.
1050,"All things found dutiable, whether declared or not, are set apart and held until the assessment or duty is paid."
1051,"The evasion of a customs duty is called smuggling and is punished by the confiscation of the goods, and penalties in the way of fine and imprisonment."
1052,"There are people who would consider it a sin to cheat their butcher, but see no wrong in cheating the Government."
1053,To the merchant who pays tariff duties the amount involved is a direct tax.
1054,"When the merchant sells his goods to the retailer or consumer, he adds the tariff to his freight, insurance, interest, etc., as direct purchase cost."
1055,"This is strict business, but the consumer pays all the bills with the profit added."
1056,"INTERNAL REVENUE The second great source of Government revenue is derived from the internal revenue tax, or excise duties."
1057,"Manufacturers of alcohol, whether as wine, whiskey, or beer, and the producers of tobacco, in its manufactured forms, have to pay an excise tax in proportion to the amount and character of their products."
1058,"As with the customs tax, the excise tax is added by the manufacturer to the cost of production, so that at last it is the consumer who pays it."
1059,"STAMPS While the manufacturers of alcohol pay the excise tax in bulk, that is on the number of gallons produced, the manufacturers of cigars and tobacco have to attach to each separate package a distinct internal revenue stamp."
1060,"These stamps are purchased from the internal revenue collectors, appointed by the Government to certain districts."
1061,"The stamps show at a glance that the proper tax has been paid, just as the postage stamp affixed to a letter proves that the price for carrying it and delivering it has been paid."
1062,"As it is a penal offence to use a postage stamp a second time, so it is a punishable offence to attempt the use of a cancelled or torn internal revenue stamp."
1063,"If demanded, the Government will give a receipt for the sum received from any one for considerable sales of postal or revenue stamps."
1064,"STATE TAXES State taxes, as has been stated, are levied on real and personal property."
1065,Some states have in addition a poll tax.
1066,"This is levied on the individual without any regard to his property, and a receipt for it may be a requirement before a citizen is permitted to vote."
1067,"Of course the real estate and personal property taxes are not the same in all the states, for each state must raise every year the sum necessary to meet its own special requirements."
1068,The intention of all tax laws is to have every citizen's contribution bear the same proportion to the whole amount to be raised that his possessions bear to the aggregate property of all the owners in the commonwealth.
1069,EXEMPT FROM TAXES All our state laws exempt from taxation certain kinds of property.
1070,The state cannot tax the property held by itself for the common use.
1071,The buildings and related properties of religious bodies and societies are not taxable.
1072,"Such educational institutions as colleges, seminaries, and private charities are not taxed."
1073,Cemeteries and other places where the dead are disposed of are not taxed.
1074,"County buildings, city parks, public schools, penal institutions, fair grounds for public use and similar property is never taxed."
1075,"INSUFFICIENT TAXES There have been times in the life of the Government, and in the building up of the states, when the funds necessary for maintenance from taxes, heavy though these have been at times, have not been sufficient to meet the essential expenditures."
1076,This was particularly the case with our Government during the trying days of our Civil War.
1077,"States entering on great public works, for the benefit of the commonwealth, frequently cannot raise the necessary money by the usual forms of taxation."
1078,"In these cases loans have to be made, that is the Government and the state go out and borrow from those who have it to spare, the necessary money."
1079,"The Government, the state, and it may be the city or county, gives to the party providing the money what is known as bond or bonds, each of a fixed amount and bearing a fixed rate of interest, payable as a rule semi annually."
1080,"PERSONAL PROPERTY There is no form of property so easy to assess for the purpose of taxation as real estate, that is the land and the buildings, for the last selling value of this property is a matter of public record, and then the assessors, who should be men of honesty and good judgment, are generally posted as to the value of the property under consideration."
1081,"When, however, it comes to the taxation of personal property, which means any kind of property that can be detached and carried about, it is a different matter."
1082,"Just as many people, otherwise regarded as honest, do not think it a great wrong to get the better of the Custom House, so many reputable people are inclined to revolt against the tax on personal property and to conceal their actual possessions from the assessor, nor is this peculiarity confined to the poor."
1083,"Any man may be legally compelled to swear to the accuracy of his statement, and if it is found that he has knowingly sworn to a false statement, he may be brought to task for perjury."
1084,What is known as personal property varies in many of the states.
1085,"Personal property generally includes, merchandise in possession; all fixtures, all furniture in home, offices, and factories; all live stock, all money on hand and in banks; other men's notes, not transferred; all stocks and bonds and other forms of security."
1086,"TOWN TAXES Townships or counties, if properly authorized by charter or the votes of the people, may levy special taxes for special purposes within the limits of their own jurisdictions, or they may in the same way sell bonds to carry out some work that has been decided on for the common weal."
1087,"Two or more towns, or counties, may join in the same way to carry out a project of benefit to both, provided that the burden of the undertaking be equitably assessed."
1088,"PAYMENTS All tax bills are due and collectable on presentation, but this is never enforced."
1089,"A time is, however, fixed beyond which payment cannot be deferred."
1090,A sufficient amount of any property may be sold at auction to satisfy a tax bill.
1091,"Of old, and still in some places, the road taxes were paid in cash, but more frequently by work on the roads, either by the individual man, or in connection with his team, each day's work of one or both being fixed at a regular rate."
1092,TAXING CORPORATIONS The state does not tax the individual members of a corporation for property held in common.
1093,The same result is secured better by taxing the corporation as a body.
1094,"This applies to banks, railroads, and incorporated manufacturing establishments."
1095,Every depositor is liable for a personal property tax proportioned to the amount of his credit.
1096,"To make collection easy the savings bank always pays the amount of this tax in bulk, and then charges it to the expense account of the establishment, so that indirectly the depositors pay after all, as their dividends are reduced by just the amount of the tax."
1097,"TAXES IN GENERAL When a man owns property in different towns, counties, or states, he is regarded as so many individuals, and must pay each as the local demands require."
1098,"No matter where a man's personal property is placed, the rule is to tax him for the whole at the place of his usual residence."
1099,"The landlord and the merchant each pays a direct tax to the collector, but it would be a business error to think that in so doing either or both is carrying more than his share of the total taxation."
1100,The landlord keeps in mind the added expense when he comes to adjust leases with his tenants.
1101,"The merchant, who pays taxes on his stock and so adds to his expense account, should not be blamed if he keeps this in mind when he fixes the selling prices of his goods."
1102,"THE RETURNS Taxes duly paid, honestly collected, and properly expended should never be regarded as a burden."
1103,From no equal expenditure of money do the people get so much good.
1104,"The public schools, the public highways, the protection of life and property, public hospitals, public libraries, residences for the old, the blind, the orphaned and the insane, as well as secure places for the lawless, are built and maintained by the taxpayer."
1105,"As a rule all these things are done honestly and well, notwithstanding the outcry to the contrary."
1106,"If there be dishonesty in places, it is the fault quite as much of the voter who selected him as of the official culprit himself."
1107,"We must take all the responsibility of our agents, whether they be public or private."
1108,Every good citizen should feel that his public duty is an important private business.
1109,"CHAPTER XVIII CONTRACTS, LEASES, AND GUARANTEES The law books define a contract to be An agreement between two or more persons to do or not to do a certain stated thing or things, for a consideration."
1110,The consideration is a vital part of every contract.
1111,There can be no binding contract without a consideration.
1112,The other requisites of a contract are
1113,It must be possible of accomplishment.
1114,It must be in accordance with law.
1115,Its performance must not injure the public.
1116,The parties to a contract must be competent to do the things to which they pledge themselves.
1117,A drunken or an insane man cannot make a contract.
1118,All parties to a contract must be agreed.
1119,THE CONSIDERATION No contract can be held as binding where the consideration is not named.
1120,"A promise, verbal or in writing, to do something for a certain party, cannot be enforced."
1121,A promise to do the same thing for a stipulation named is a contract and may be enforced.
1122,A gift is not a form of contract.
1123,Once made it cannot be legally taken back.
1124,"WRITTEN AND VERBAL CONTRACTS There are certain forms of contract which cannot be legally enforced, unless they are in writing."
1125,All contracts for the sale of real estate.
1126,Contracts that are not to be performed for a year or more.
1127,"All contracts, to answer for the debt and obligations of another, must be in writing."
1128,If the contracting parties put but a part of their agreement in writing the law will recognize only the written part.
1129,"The whole must be in writing, or the agreement will not hold."
1130,"Although the law does not require even contract to be in writing, yet, as it never declares that a contract must be verbal, it is the part of prudence, wherever possible, to put every contract in writing."
1131,"Owing to defects of memory even honest men may, and frequently do, disagree as to the terms of a verbal contract."
1132,"Because the party with whom the contract is made is a close friend, one is apt to depend on a verbal agreement, but the closer the friend or relative, the more reason there is for an exact written contract, if we would keep the friend."
1133,FORMS OF CONTRACT The law is never specific as to the form of contract that may be used.
1134,It is not necessary to draw up the contract with the formal accuracy of a real estate deed.
1135,Any one with good sense and a fair common school education can draw up a contract that will hold.
1136,"Know what is required, then state the facts simply."
1137,Contracts need not be sworn to or even witnessed.
1138,"KINDS OF CONTRACT Every note, mortgage and other form of obligation is a specific contract."
1139,"A lease is a form of contract between two people, known as landlord and tenant, for the use of real estate for a period and at a rental specified in the document."
1140,"A verbal lease may be made for a short period, but if for a year or more, it must be in writing."
1141,"A lease should state when, where and to whom the rent is to be paid."
1142,"Each party to a lease, or other form contract should have a copy."
1143,"If the premises rented should become unusable by fire or any action of the elements the tenant is still liable for rent, unless there is a special clause in the lease providing for such a contingency."
1144,"A tenant cannot, without the written consent of the landlord, use the rented premises for any other purpose than that stated in the lease."
1145,"AS TO REPAIRS In some states the law compels the landlord to keep the premises in habitable repair, but this does not seem to be the rule."
1146,"It should be decided, where there is doubt, before signing the lease."
1147,"Where it is agreed that the landlord shall keep the premises in repair, and, after due notice of the fact, he fails to do so, the tenant may himself make the repairs and deduct the amount from the rent."
1148,"SUBLETTING If there is no contract to the contrary, the tenant may sublet the whole or any part of the premises, but this does not release him from liability for rent."
1149,"If the tenant fails to leave the property when his lease has expired, the owner may make his demand through what is known as a notice to quit, which must be served on the tenant in person."
1150,A guaranty is sometimes required to insure the payment of rent.
1151,"Plainly, a guaranty is an agreement to assume, under certain conditions, the liabilities of another."
1152,"If a man makes a contract, a lease, or a note, and his personal resources are not deemed sufficient to secure his performance of the things agreed to, the other may require that some one, in whom he has more faith, shall give him a guaranty, or personal security in writing."
1153,"The following might be used as the form for a guaranty for a lease, contract, note or other obligation of contract: For value received, I hereby guarantee the payment of the within lease ."
1154,A BILL OF SALE This is a written agreement by which one person transfers to another his interest in certain personal property.
1155,The law lays down no rule as to the form.
1156,A bill of sale usually passes where the property paid for is not immediately removed from the possession of the seller.
1157,"This form would answer in any state: Bridgeport, Conn., Aug."
1158,"I have this day sold to Calvin E. Platt, of New Haven, in this state, my team of bay horses, with their harness, one family carriage, and a two seated cutter."
1159,"Be sure, where the bill of sale includes many articles, to name every one of them in the bill."
1160,"If paid for, whether by cash or a note, be sure to get a receipt for the same."
1161,OBLIGATIONS A bond is a form of obligation.
1162,Every enforcible bond must be in writing and under seal.
1163,The maker of a bond by the act acknowledges a liability in the form of a debt or a duty.
1164,The maker of a bond is the obligor.
1165,The party to whom it is made is the obligee.
1166,"The bond names the liability or indebtedness; then follows the condition wherein it is stated the particular thing that the obligor is to do, or not to do."
1167,The penalty for the non compliance with a bond is twice the amount of the money involved.
1168,It is often required that the bond shall be further guaranteed by one or more sureties.
1169,"These sureties may be required to certify that they are worth a certain sum, free and clear of all indebtedness."
1170,"Persons holding positions of financial trust, whether public or private, may be, and most of them are, required to furnish bonds for the faithful performance of their duties."
1171,"In the larger cities there are casualty and liability companies, which, for a fixed or annual consideration, act as sponsors on official and other forms of bond."
1172,"Where there are no such companies, as those just named, then private citizens of known responsibility must be secured to go on the bond."
1173,In every case the amount of the bond or security is measured by the responsibilities of the man from whom it is required.
1174,"CHAPTER XIX LIFE INSURANCE Life insurance may be defined to be A contract for the future payment of a certain sum of money to a person specified in the body of the policy, on conditions dependent on the length of some particular person's life."
1175,There are two parties to this contract the insured and the insurer.
1176,"The purpose of the insurer, if he take out the policy in his own name, is to provide in a measure for the care of his family, or other dependents, in the event of his death."
1177,"After a long experience with the death rates in all lands that keep mortuary statistics, the actuaries of insurance companies can now estimate with surprising accuracy the probable length of life before any man of any age."
1178,"The methods of insurance companies mean to be scientific, but be that as it may, they are certainly interesting."
1179,"HOW IT IS DONE Let us take a young man of thirty, married, with one child, in good health, and in receipt of a fair salary, but with no property to leave his wife and little one in the event of his death."
1180,"To secure his dear ones, he decides to insure his life for, let us say,"
1181,"He fills out the blank, in which his age and all the other required information is given; then the insurance company's doctor examines him and he is accepted as what is called a good risk."
1182,"Now, from its actuary tables, the company knows, with reasonable accuracy, the number of years this young man should live, barring accidents."
1183,Already they have their tables of calculations for such cases.
1184,"They know what expense will be required in the way of rent, clerks, advertising, etc., to care for this case till the prospective, the inevitable end is reached."
1185,On these calculations the immediate and all subsequent premiums or payments are based.
1186,"The insurance company invests and reinvests the premiums, and the total of these, it is estimated, will meet the expenses and the amount of the policy at the time of its calculated expiration."
1187,"AS AN INVESTMENT If the young man in question had the money, he would find it to his advantage to buy a paid up policy, that is one on which no further premiums would be required."
1188,"But, having the money for a paid up policy, could not the young man, without any expense for clerk hire or rent, invest it, and reinvest it with the interest, as long as he lived, and thus make by insuring himself"
1189,"There can be no question as to that, provided always that the young man lived out the calculated time, invested his insurance money at once, and kept on investing it in safe things as long as he lived."
1190,But how many young men are there who could or would take this course
1191,It is much easier to save from our earnings than it is to invest those earnings wisely.
1192,"FORMS OF LIFE INSURANCE The straight life policy, payable to the heirs at death, is the form in general use, but there are others."
1193,"There is yet another form, known as the endowment, which in itself combines the usual life insurance with some of the privileges of a savings bank."
1194,"The endowment policy, while payable if death should occur before a fixed time, specifies the date when it shall be payable to the insured himself, if he should live till that time."
1195,"In this case the family is secured, in the event of death, and the insured has a guarantee for himself when he reaches life's unproductive years."
1196,"The premiums on an endowment policy are necessarily greater than those on a regular life, and the premiums increase with the shortness of the time."
1197,"MUTUAL INSURANCE SOCIETIES Seeing the vast sums accumulated by what are known as the old line companies, despite their high salaries and great expenses, working men throughout the world, but more particularly in the United States, have banded together and formed mutual insurance companies."
1198,"These companies, there are many of them, are known as societies, and their local branches are called lodges, councils or a similar name."
1199,"Properly conducted, these mutual societies should be able to furnish insurance at about actual cost, for the expenses of management and collections are small."
1200,"It can be said that some of them have been and are being well managed, but others, like their predecessors, the old line companies, have unfortunately been conducted for the enrichment of their promoters."
1201,"The mutual insurance companies, like their more pretentious prototypes, are now placed under the supervision of inspectors in nearly all the states."
1202,"AMOUNTS OF POLICIES In the society companies, there is a limit to the amount, usually for which one can be insured, but the regular companies have no such limitation."
1203,"In the mutual insurance companies, the insured cannot leave his insurance to his creditors, or to any one not within a certain degree of kinship."
1204,"In the regular companies a man may insure for any amount he thinks he can carry, and he can insure in the same way in any number of companies, and he can leave the money to any one he may select, or for any purpose he may choose."
1205,Sometimes the policy is made payable to unnamed executors.
1206,These may be named in a will made after he has taken out his policy.
1207,"POLICIES AS SECURITY Sometimes a man, without real estate or other personal assets, desires to raise a loan on his life insurance, which, it should be said, is a form of personal property."
1208,"In this case he may assign his life policy, or his endowment policy, as security for the loan."
1209,"Again, if he is not insured and has no shadow of an asset, he may have his life insured for the benefit of another, in consideration for a loan."
1210,"LAPSES When there is a failure to meet premiums, the policy is said to lapse or default."
1211,Even in this case the insured has an equity.
1212,"Every policy, depending on the amount paid, has what is known as a surrender value, and by proper process this may be collected from the company."
1213,"In some states, if the insured fails to meet his premiums, the company is compelled to pay on the policy at his death a sum equivalent to that which he paid before default."
1214,Some insurance policies have a clause stating that the contract will be void in the event of the suicide of the holder.
1215,The highest courts have set this clause aside.
1216,"The ruling is that a suicide is an insane man, and that his heirs should not be made to suffer for his misfortune."
1217,"PROPRIETARY AND MUTUAL COMPANIES The larger insurance companies may be either proprietary or mutual, some are a combination of both."
1218,The proprietary companies are corporations organized by a number of men to conduct life insurance as a business enterprise.
1219,"Such a company must be regularly chartered, and is under the supervision of the state department of insurance."
1220,"Mutual companies, as the name implies, are organized and are meant to be managed for the benefit of the policy holders, who are also regarded as stock holders, with the right to vote in the election of officers and other company affairs."
1221,"Aiming to create a strong reserve fund to secure the policy holders, the mutual life insurance companies usually charge a little more in the way of premiums."
1222,Many rich men have their lives insured for great amounts.
1223,"This is done that their heirs may not be forced to break up the estate, at death, in order to settle the ordinary liabilities."
1224,"If it can be afforded, it is always well to carry some life insurance."
1225,"CHAPTER XX FIRE AND ACCIDENT INSURANCE We hear and know much about life insurance because, no doubt, it has to do directly with the individual, and so has a personal appeal; but there are other forms of insurance, forms that have to do with things material, that play an important part in the world's business."
1226,"LIKE GAMBLING The gambling spirit, like the desire for stimulants and the tobacco habit, seems to be well nigh universal."
1227,"Men bet on the turn of dice, the cutting of cards, or the tossing of a coin, and we very properly denounce it as gambling."
1228,"We take money without giving an equivalent, or we part with it and have nothing to show for the transfer."
1229,"There are insurance companies in England and in other parts of Europe where they insure risks from life to fire, from ships to crops, and from the turning of a card to the tossing of a coin."
1230,"The English company, known the world over as Lloyd's, is ready to insure an ocean liner, or to guarantee that the next child born into your family will be a boy or a girl; it will even insure that there will or will not be twins, and that, if twins, they will be boys or girls, or one of each."
1231,"Now, this looks like gambling, and you would be quite right in so classing it, yet it is founded on the well considered law of chance, and the premiums call them bets are calculated with a mathematical precision surprising to one who has not studied the matter."
1232,"Fire insurance is a contract between the insured and the company taking the risk, in which for a consideration called a premium, the company agrees to pay to the insured a stated sum, should the property, named in the policy, be destroyed by fire."
1233,"If there should be a fire, during the life of the policy, and the damage is not total, the company pays only enough to cover the loss."
1234,Should the property be totally destroyed the company pays up to the amount named in the policy.
1235,No company cares to insure for the full amount of the property; that might be an incentive to incendiarism.
1236,"In taking a fire risk, the companies base their estimates on tables as carefully worked out and from experiences quite as well studied as those of the actuaries of life companies."
1237,"Fire companies are purely business corporations, and their conduct is subject to the inspection of the officials of the state from which they receive their charters."
1238,"PREMIUMS As life companies have rates dependent on the age of the insured, so fire companies regulate their premiums by the location and other circumstances of the buildings; in other words, they calculate the probabilities, and charge accordingly."
1239,There are buildings particularly subject to combustion on which American companies will not take a risk.
1240,"Among these may be classed kerosene and turpentine stills, sulphur and powder mills, and the buildings in which these products are stored."
1241,"Buildings not used for the purposes named, but in close proximity to them, are often considered too dangerous to warrant the issuance of a policy."
1242,"In all cases, the company makes a careful survey of the property to be insured, and on this report the amount of the premium is based."
1243,Premiums on fire policies must be paid in bulk and in advance.
1244,Policies should be renewed some days before the expiration of the old ones.
1245,"Fire premiums, taking into consideration the amount to be paid, are much lower than life premiums."
1246,"We know that a man must die, but a building may never burn down, therefore the risk is less."
1247,"COLLECTING A man may insure in a dozen life insurance companies, and each must pay the amount of the policy on his death, but not so with fire companies."
1248,"A man owning a house worth, say ten thousand dollars, can insure it in ten companies, each taking a risk of eight thousand dollars."
1249,If this house burns down the man does not receive eighty thousand dollars.
1250,"The actual loss is calculated and the companies divide it up, each paying its part."
1251,"Fire companies, while anxious to issue policies on every insurable house, are more than willing that their business rivals should do the same, as in the event of fire the burden of loss will not be borne by one."
1252,After every fire the company's agent examines the damage and estimates what is saved.
1253,On this the payment is based.
1254,"INSURABLE PROPERTY A building is classed as real estate, but personal property is just as liable to be destroyed by fire."
1255,"Fire policies can be secured on goods, furniture, machinery, live stock and other things, and the method is about the same as where buildings are insured, but as a rule the premiums are higher, for such things are apt to be ruined by smoke and water, when the building in which they are stored may not be much injured."
