,Sentences
6883,"Limits to the Power The principal function of court rules is that of regulating the practice of courts as regards forms, the operation and effect of process, and the mode and time of proceedings."
6884,"However, rules are sometimes employed to state in convenient form principles of substantive law previously established by statutes or decisions."
6885,But no such rule can enlarge or restrict jurisdiction.
6886,Nor can a rule abrogate or modify the substantive law.
6887,"This rule is applicable equally to courts of law, equity, and admiralty, to rules prescribed by the Supreme Court for the guidance of lower courts, and to rules which lower courts make for their own guidance under authority conferred."
6888,"As incident to the judicial power, courts of the United States possess inherent authority to supervise the conduct of their officers, parties, witnesses, counsel, and jurors by self preserving rules for the protection of the rights of litigants and the orderly administration of justice."
6889,"The courts of the United States possess inherent equitable powers over their process to prevent abuse, oppression and injustice, and to protect their jurisdiction and officers in the protection of property in the custody of law."
6890,Such powers are said to be essential to and inherent in the organization of courts of justice.
6891,"The courts of the United States also possess inherent power to amend their records, correct the errors of the clerk or other court officers, and to rectify defects or omissions in their records even after the lapse of a term, subject, however, to the qualification that the power to amend records conveys no power to create a record or re create one of which no evidence exists."
6892,"APPOINTMENT OF REFEREES, MASTERS, AND SPECIAL AIDS The administration of insolvent enterprises, investigations into the reasonableness of public utility rates, and the performance of other judicial functions often require the special services of masters in chancery, referees, auditors, and other special aids."
6893,The practice of referring pending actions to a referee was held in Heckers _v._ Fowler to be coeval with the organization of the federal courts.
6894,In the leading case of Ex parte Peterson a United States district court appointed an auditor with power to compel the attendance of witnesses and the production of testimony.
6895,The Court authorized him to conduct a preliminary investigation of facts and file a report thereon for the purpose of simplifying the issues for the jury.
6896,This action was neither authorized nor prohibited by statute.
6897,"In sustaining the action of the district judge, Justice Brandeis, speaking for the Court, declared: Courts have inherent power to provide themselves with appropriate instruments required for the performance of their duties."
6898,"This power includes authority to appoint persons unconnected with the Court to aid judges in the performance of specific judicial duties, as they may arise in the progress of a cause."
6899,"The power to appoint auditors by federal courts sitting in equity has been exercised from their very beginning, and here it was held that this power is the same whether the Court sits in law or equity."
6900,"THE POWER TO ADMIT AND DISBAR ATTORNEYS Subject to general statutory qualifications for attorneys, the power of the federal courts to admit and disbar attorneys rests on the common law from which it was originally derived."
6901,"According to Chief Justice Taney, it was well settled by the common law that it rests exclusively with the Court to determine who is qualified to become one of its officers, as an attorney and counsellor, and for what cause he ought to be removed."
6902,"Such power, he made clear, however, is not an arbitrary and despotic one, to be exercised at the pleasure of the Court, or from passion, prejudice, or personal hostility; but it is the duty of the Court to exercise and regulate it by a sound and just judicial discretion, whereby the rights and independence of the bar may be as scrupulously guarded and maintained by the Court, as the right and dignity of the Court itself."
6903,"The Test Oath Act of July which purported to exclude former Confederates from the practice of law in the federal courts, was invalidated in Ex parte Garland."
6904,"In the course of his opinion for the Court, Justice Field discussed generally the power to admit and disbar attorneys."
6905,"The exercise of such a power, he declared, is judicial power."
6906,"The attorney is an officer of the Court and though Congress may prescribe qualifications for the practice of law in the federal courts, it may not do so in such a way as to inflict punishment contrary to the Constitution or to deprive a pardon of the President of its legal effect."
6907,"Organization of Courts, Tenure and Compensation of Judges ONE SUPREME COURT The Constitution is almost completely silent concerning the organization of the federal judiciary."
6908,"Although it provides for one Supreme Court, it makes no reference to the size and composition of the Court, the time or place for sitting, or its internal organization save for the reference to the Chief Justice in the impeachment provision of article I, relating to impeachment of the President."
6909,All these matters are therefore confided to Congressional determination.
6910,Under the terms of the Judiciary Act of the Court consisted of a Chief Justice and five Associate Justices.
6911,This number was gradually increased until it reached a total of ten judges under the act of March
6912,"Due to the exigencies of Reconstruction and the tension existing between Congress and the President the number was reduced to seven as vacancies should occur, by the act of April"
6913,"The number never actually fell below eight, and on April with Andrew Johnson out of the White House, Congress restored the number to nine, where it has since remained."
6914,There have been proposals at various times for an organization of the Court into sections or divisions.
6915,"No authoritative judicial expression is available, although Chief Justice Hughes in a letter to Senator Wheeler of March expressed doubts concerning the validity of such a device and stated that the Constitution does not appear to authorize two or more Supreme Courts functioning in effect as separate courts."
6916,"Congress has also determined the time and place of sessions of the Court, going so far in as to change its terms so that for fourteen months, between December, and February, the Court did not convene."
6917,"INFERIOR COURTS MADE AND ABOLISHED By article I, paragraph Congress is expressly declared to have the power to constitute tribunals inferior to the Supreme Court, and the power is repeated in a different formula in article III, when provision is also made for tenure during good behavior and for a compensation which shall not be diminished."
6918,"Since Congress, with repeated judicial acquiescence and concurrence, has interpreted both of these sections as leaving it free to establish inferior courts or not, as it deems fit in the exercise of a boundless discretion."
6919,By the Judiciary Act of Congress constituted thirteen district courts which were to have four sessions annually and three circuit courts which were to consist jointly of the Supreme Court judges and the district judge of such districts which were to meet annually at the time and places designated by the statute.
6920,"By the Judiciary Act of February passed in the closing weeks of the Adams Administration, the number of judges of the Supreme Court was to be reduced to five after the next vacancy, the districts were reorganized, and six circuit courts consisting of three judges each and organized independently of the Supreme Court and the district courts were created."
6921,"Whatever merits this plan of organization possessed were lost in the fierce partisanship of the period, which led the expiring Federalist Administration to appoint Federalists almost exclusively to the new judgeships to the dismay of the Jeffersonians who, upon coming into power, set plans in motion to repeal the act."
6922,In a bitter debate the major constitutional issue to emerge centered about the abolition of courts once they were created in the light of the provision for tenure during good behavior.
6923,"Suffice it to say, the repeal bill was passed and approved by the President on March without any provision for the displaced judges."
6924,"The validity of the act of was questioned in Stuart _v._ Laird, where Justice Paterson in a terse opinion, which hardly touched Charles Lee's argument that Congress lacked power to abolish or destroy courts and judges, held for the Court that Congress has the power to establish inferior courts from time to time as it may think proper and to transfer a cause from one tribunal to another."
6925,"In answer to the argument that Supreme Court Justices could not constitutionally sit as circuit judges, he pointed to practice and acquiescence contemporaneous with the Constitution as an interpretation too strong and obstinate to be shaken or controlled."
6926,"Abolition of the Commerce Court Since Congress has many times exercised its power to constitute inferior courts, but not until did it again abolish a court."
6927,This was the unfortunately launched Commerce Court from which so much was expected and so little came.
6928,"Again, as in there was a constitutional debate on the power of Congress to abolish courts without providing for the displaced judges, but unlike the act of the act of provided for the redistribution of the Commerce Court judges among the Circuit Courts of Appeals and the transfer of its jurisdiction to the district courts."
6929,COMPENSATION The prohibition against the diminution of judicial salaries has presented very little litigation.
6930,"In in Evans _v._ Gore the Court invalidated the application of the Income Tax as applied to a federal judge, over the strong dissent of Justice Holmes, who was joined by Justice Brandeis."
6931,This ruling was extended in Miles _v._ Graham to exempt the salary of a judge of the Court of Claims appointed subsequent to the enactment of the taxing act.
6932,"Evans _v._ Gore was disapproved and Miles _v._ Graham in effect overruled in O'Malley, Collector of Internal Revenue _v._ Woodrough, where the Court upheld section of the Revenue Act of now U.S.C.A."
6933,which extended the application of the Income Tax to salaries of judges taking office after June
6934,Such a tax was regarded neither as an unconstitutional diminution of the compensation of judges nor as an encroachment on the independence of the judiciary.
6935,"To subject judges who take office after a stipulated date to a nondiscriminatory tax laid generally on an income, said the Court, is merely to recognize that judges are also citizens, and that their particular function in government does not generate an immunity from sharing with their fellow citizens the material burden of the government whose Constitution and laws they are charged with administering."
6936,"Diminution of Salaries The Appropriations Act of reduced the salaries and retired pay of all judges , by per cent if below or to if above that figure."
6937,"While this provision presented no questions of its own constitutionality, it did raise the question of what judges' salaries could be constitutionally reduced."
6938,"In O'Donoghue _v._ United States the section was held inapplicable to the salaries of judges of the courts of the District of Columbia on the ground that as to their organization and tenure and compensation, Congress was limited by the provisions of article III."
6939,"In Williams _v._ United States, on the other hand, it was ruled that the reduction was applicable to the salaries of the judges of the Court of Claims, that being a legislative court created in pursuance of the power of Congress to pay the debts of the United States and to consent to suits against the United States."
6940,As such it is not within the provisions of article III respecting the tenure and compensation of judges.
6941,COURTS OF SPECIALIZED JURISDICTION By virtue of its power to ordain and establish courts Congress has occasionally created courts under article III to exercise a specialized jurisdiction.
6942,"Otherwise these tribunals are like other article III courts in that they exercise the judicial power of the United States, and only that power, that their judges must be appointed by the President and the Senate and must hold office during good behavior subject to removal by impeachment only, and that the compensation of their judges cannot be diminished during their continuance in office."
6943,"One example of such courts was the Commerce Court created by the Mann Elkins Act of which was given exclusive jurisdiction of all cases to enforce orders of the Interstate Commerce Commission except those involving money penalties and criminal punishment; of cases brought to enjoin, annul, or set aside orders of the Commission; of cases brought under the act of to prevent unjust discriminations; and of all mandamus proceedings authorized by the act of"
6944,"This court actually functioned for less than three years, being abolished in as was mentioned above."
6945,The Emergency Court of Appeals of Another court of specialized jurisdiction but created for a limited time only was the Emergency Court of Appeals organized by the Emergency Price Control Act of January
6946,By the terms of the statute this court consisted of three or more judges designated by the Chief Justice from the judges of the United States district courts and circuit courts of appeal.
6947,"The Chief Justice was authorized to designate one of the judges as chief judge, to designate additional judges from time to time, and to revoke designations."
6948,"The chief judge in turn was authorized to divide the Court into divisions of three or more members each, with any such division empowered to render judgment as the judgment of the Court."
6949,"The Court was vested with jurisdiction and powers of a district court to hear appeals filed within thirty days against denials of protests by the Price Administrator and with exclusive jurisdiction to set aside regulations, orders, or price schedules, in whole or in part, or to remand the proceeding."
6950,But no regulation or price schedule could be set aside or enjoined unless the Court was satisfied that it was contrary to law or was arbitrary or capricious.
6951,"Even then the effectiveness of a restraining order was to be suspended for thirty days and, if appealed to the Supreme Court within thirty days, until its final disposition."
6952,"Although the act deprived the district courts of the power to enjoin the enforcement of orders and price schedules, it vested them with jurisdiction to enforce the act and orders issued thereunder in actions brought by the Administrator to enjoin violations and to try criminal prosecutions brought by the Attorney General."
6953,"Since the Emergency Court of Appeals, subject to review by the Supreme Court, was given exclusive jurisdiction to determine the validity of any order issued under the act, it resulted that the district courts were deprived of the power to inquire into the validity of orders involved in civil or criminal proceedings in which they had jurisdiction."
6954,"Judicial Review Restrained In Yakus _v._ United States the Court held in an opinion by Chief Justice Stone that there is no principle of law or provision of the Constitution which precludes Congress from making criminal the violation of an administrative regulation, by one who has failed to avail himself of an adequate separate procedure for the adjudication of its validity, or which precludes the practice, in many ways desirable, of splitting the trial for violations of an administrative regulation by committing the determination of the issue of its validity to the agency which created it, and the issue of violation to a court which is given jurisdiction to punish violations."
6955,Such a requirement presents no novel constitutional issue.
6956,"In a dissent Justice Rutledge took issue with this holding, saying: It is one thing for Congress to withhold jurisdiction."
6957,"It is entirely another to confer it and direct that it be exercised in a manner inconsistent with constitutional requirements or, what in some instances may be the same thing, without regard to them."
6958,"Once it is held that Congress can require the courts criminally to enforce unconstitutional laws or statutes, including regulations, or to do so without regard for their validity, the way will have been found to circumvent the supreme law and, what is more, to make the courts parties to doing so."
6959,There are limits to the judicial power.
6960,And in some matters Congress or the President has final say under the Constitution.
6961,"But whenever the judicial power is called into play, it is responsible directly to the fundamental law and no other authority can intervene to force or authorize the judicial body to disregard it."
6962,The problem therefore is not solely one of individual right or due process of law.
6963,"It is equally one of the separation and independence of the powers of government and of the constitutional integrity of the judicial process, more especially in criminal trials."
6964,"LEGISLATIVE COURTS: THE CANTER CASE Quite distinct from special courts exercising the judicial power of the United States, but at the same time a significant part of the federal judiciary, are the legislative courts, so called because they are created by Congress in pursuance of its general legislative powers."
6965,"The distinction between constitutional courts and legislative courts was first made in American Insurance Company _v._ Canter, which involved the question of the admiralty jurisdiction of the territorial court of Florida, the judges of which were limited to a four year term in office."
6966,"Said Chief Justice Marshall for the Court: These courts, then, are not constitutional courts, in which the judicial power conferred by the Constitution on the general government, can be deposited."
6967,They are incapable of receiving it.
6968,"They are legislative courts, created in virtue of the general right of sovereignty which exists in the government, or in virtue of that clause which enables Congress to make all needful rules and regulations, respecting the territory belonging to the United States."
6969,"The jurisdiction with which they are invested, is not a part of that judicial power which is defined in the d article of the Constitution, but is conferred by Congress, in the execution of those general powers which that body possesses over the territories of the United States."
6970,"The Court went on to hold that admiralty jurisdiction can be exercised in the States in those courts only which are established in pursuance of article III, but that the same limitation does not apply to the territorial courts; for, in legislating for them, Congress exercises the combined powers of the general, and of a State government."
6971,"Other Legislative Courts The distinction made in the Canter case has been repeated with elaborations since receiving its fullest exposition in Ex parte Bakelite Corporation, which contains a review of the history of legislative courts and the cases supporting the power of Congress to create them."
6972,"In addition to discussing the derivation of power to establish legislative courts, the Bakelite case ruled that such courts also may be created as special tribunals to examine and determine various matters, arising between the government and others, which from their nature do not require judicial determination and yet are susceptible of it."
6973,The mode of determining matters of this class is completely within Congressional control.
6974,"Congress may reserve to itself the power to decide, may delegate that power to executive officers, or may commit it to judicial tribunals."
6975,"Among the matters susceptible of judicial determination but not requiring it are claims against the States, the disposal of the public lands and claims arising therefrom, questions concerning membership in the Indian tribes, and questions arising out of the administration of the customs and internal revenue laws."
6976,"For the determination of these matters Congress has created the Court of Claims, the Court of Private Land Claims, the Choctaw and Chickasaw Citizenship Court, the Court of Customs, the Court of Customs and Patent Appeals, and the Tax Court of the United States ."
6977,Power of Congress Over Legislative Courts In creating legislative courts Congress is not limited by the restrictions imposed in article III concerning tenure during good behavior and the prohibition against limitation of salaries.
6978,"Congress may limit tenure to a term of years, as it has done in acts creating territorial courts and the Tax Court of the United States, and it may subject the judges of legislative courts to removal by the President."
6979,"In McAllister _v._ United States, the removal of a territorial judge was sustained on the basis of the principle that: The whole subject of the organization of territorial courts, the tenure by which the judges of such courts shall hold their offices, the salary they receive and the manner in which they may be removed or suspended from office, was left, by the Constitution, with Congress under its plenary power over the Territories of the United States."
6980,"Long afterwards the Court held in Williams _v._ United States that the reduction of the salaries of the judges of the Court of Claims, and inferentially of judges of other legislative courts, to per year by the Appropriation Act of June was constitutional."
6981,"In so doing the Court rejected dicta in earlier cases which classified the Court of Claims as a constitutional court and silently reversed Miles _v._ Graham, which had held that Congress could not include the salary of a judge of the Court of Claims in his taxable income."
6982,"Status of the Court of Claims It follows, too, that in creating legislative courts, Congress can vest in them nonjudicial functions of a legislative or advisory nature and deprive their judgments of finality."
6983,Thus in Gordon _v._ United States there was no objection to the power of the Secretary of the Treasury and Congress to revise or suspend the early judgments of the Court of Claims.
6984,Likewise in United States _v._ Ferreira the Court sustained the act conferring powers on the Florida territorial court to examine claims arising under the Spanish treaty and to report his decisions and the evidence on which they were based to the Secretary of the Treasury for subsequent action.
6985,"A power of this description, it was said, may constitutionally be conferred on a Secretary as well as on a commissioner."
6986,"But it is not judicial in either case, in the sense in which judicial power is granted by the Constitution to the courts of the United States."
6987,"A Judicial Paradox Chief Justice Taney's view in the Gordon case that the judgments of legislative courts could never be reviewed by the Supreme Court was tacitly rejected in De Groot _v._ United States, when the Court took jurisdiction from a final judgment of the Court of Claims."
6988,"Since the decision of this case in the authority of the Supreme Court to exercise appellate jurisdiction over legislative courts has turned not upon the nature or status of such courts, but rather upon the nature of the proceeding before the lower Court and the finality of its judgment."
6989,Consequently in proceedings before a legislative court which are judicial in nature and admit of a final judgment the Supreme Court may be vested with appellate jurisdiction.
6990,"Thus there arises the workable anomaly that though the legislative courts can exercise no part of the judicial power of the United States and the Supreme Court can exercise only that power, the latter nonetheless can review judgments of the former."
6991,"However, it should be emphasized that the Supreme Court will neither review the administrative proceedings of legislative courts nor entertain appeals from the advisory or interlocutory decrees of such courts."
6992,STATUS OF THE COURTS OF THE DISTRICT OF COLUMBIA Through a long course of decisions the courts of the District of Columbia were regarded as legislative courts upon which Congress could impose nonjudicial functions.
6993,In Butterworth _v._ United States ex rel.
6994,"Hoe, the Court sustained an act of Congress which conferred revisionary powers upon the Supreme Court of the District in patent appeals and made its decisions binding only upon the Commissioner of Patents."
6995,"Similarly, the Court later sustained the authority of Congress to vest revisionary powers in the same court over rates fixed by a public utilities commission."
6996,Not long after this the same rule was applied to the revisionary power of the District Supreme Court over orders of the Federal Radio Commission.
6997,"These rulings were based on the assumption, express or implied, that the courts of the District were legislative courts, created by Congress in pursuance of its plenary power to govern the District of Columbia."
6998,"In an obiter dictum in Ex parte Bakelite Corporation, while reviewing the history and analyzing the nature of legislative courts, the Court stated that the courts of the District were legislative courts."
6999,"In nevertheless, the Court, abandoning all previous dicta on the subject, found the courts of the District of Columbia to be constitutional courts exercising judicial power of the United States, with the result of shouldering the task of reconciling the performance of nonjudicial functions by such courts with the rule that constitutional courts can exercise only the judicial power of the United States."
7000,"This task was easily accomplished by the argument that in establishing courts for the District, Congress is performing dual functions in pursuance of two distinct powers, the power to constitute tribunals inferior to the Supreme Court, and its plenary and exclusive power to legislate for the District of Columbia."
7001,"However, article III, limits this latter power with respect to tenure and compensation, but not with regard to vesting legislative and administrative powers in such courts."
7002,"Subject to the guarantees of personal liberty in the Constitution, Congress has as much power to vest courts of the District with a variety of jurisdiction and powers as a State legislature has in conferring jurisdiction on its courts."
7003,The effect of the O'Donoghue decision is to confer a dual status on the courts of the District of Columbia.
7004,"As regards their organization, and the tenure and compensation of their judges they are constitutional courts, as regards jurisdiction and powers they are simultaneously legislative and constitutional courts, and as such can be vested with nonjudicial powers while sharing the judicial power of the United States."
7005,"The judicial Power shall extend to all Cases, in Law and Equity, arising under this Constitution, the Laws of the United States, and Treaties made, or which shall be made, under their Authority; to all Cases affecting Ambassadors, other public Ministers and Consuls; to all Cases of admiralty and maritime Jurisdiction; to Controversies to which the United States shall be a Party; to Controversies between two or more States; between a State and Citizens of another State; between Citizens of different States; between Citizens of the same State claiming Lands under Grants of different States, and between a State, or the Citizens thereof, and foreign States, Citizens or Subjects."
7006,"THE TWO CLASSES OF CASES AND CONTROVERSIES By the terms of the foregoing section the judicial power extends to nine classes of cases and controversies, which fall into two general groups."
7007,"In the words of Chief Justice Marshall in Cohens _v._ Virginia: In the first, their jurisdiction depends on the character of the cause, whoever may be the parties."
7008,"This class comprehends 'all cases in law and equity arising under this constitution, the laws of the United States, and treaties made, or which shall be made, under their authority.'"
7009,"This cause extends the jurisdiction of the Court to all the cases described, without making in its terms any exception whatever, and without any regard to the condition of the party."
7010,"If there be any exception, it is to be implied, against the express words of the article."
7011,"In the second class, the jurisdiction depends entirely on the character of the parties."
7012,"In this are comprehended 'controversies between two or more States, between a State and citizens of another State,' and 'between a State and foreign States, citizens or subjects.'"
7013,"If these be the parties, it is entirely unimportant, what may be the subject of controversy."
7014,"Be it what it may, these parties have a constitutional right to come into the courts of the Union."
7015,Judicial power is the power of a court to decide and pronounce a judgment and carry it into effect between persons and parties who bring a case before it for decision.
7016,"The meaning attached to the terms cases and controversies determines therefore the extent of the judicial power, as well as the capacity of the federal courts to receive jurisdiction."
7017,"As Chief Justice Marshall declared in Osborn _v._ Bank of the United States, judicial power is capable of acting only when the subject is submitted in a case, and a case arises only when a party asserts his rights in a form prescribed by law."
7018,"Many years later Justice Field, relying upon Chisholm _v._ Georgia, and Tucker's edition of Blackstone, amended this definition by holding that controversies, to the extent that they differ from cases, include only suits of a civil nature."
7019,"He continued: By cases and controversies are intended the claims of litigants brought before the courts for determination by such regular proceedings as are established by law or custom for the protection or enforcement of rights, or the prevention, redress, or punishment of wrongs."
7020,"Whenever the claim of a party under the Constitution, laws, or treaties of the United States takes such a form that the judicial power is capable of acting upon it, then it has become a case."
7021,The term implies the existence of present or possible adverse parties whose contentions are submitted to the Court for adjudication.
7022,"The definitions propounded by Chief Justice Marshall and Justice Field were quoted with approval in Muskrat _v._ United States, where the Court held that the exercise of judicial power is limited to cases and controversies and emphasized adverse litigants, adverse interests, an actual controversy, and conclusiveness or finality of judgment as essential elements of a case."
7023,"ADVERSE LITIGANTS The necessity of adverse litigants with real interests has been stressed in numerous cases, and has been particularly emphasized in suits to contest the validity of a federal or State statute."
7024,A few illustrations will suffice to describe the practical operation of these limitations.
7025,"In Chicago and Grand Trunk Railroad Co. _v._ Wellman, which originated in the courts of Michigan on an agreed statement of facts between friendly parties desiring to contest a rate making statute, the Supreme Court ruled there was no case or controversy."
7026,"In the course of its opinion, which held that the courts have no immediate and general supervision of the constitutionality of legislative enactments, the Court said: Whenever, in pursuance of an honest and actual antagonistic assertion of rights by one individual against another, there is presented a question involving the validity of any act of any legislature, State or Federal, and the decision necessarily rests on the competency of the legislature to so enact, the court must, in the exercise of its solemn duties, determine whether the act be constitutional or not; but such an exercise of power is the ultimate and supreme function of courts."
7027,"It is legitimate only in the last resort, and as a necessity in the determination of real, earnest and vital controversy between individuals."
7028,"It never was the thought that, by means of a friendly suit, a party beaten in the legislature could transfer to the courts an inquiry as to the constitutionality of the legislative act."
7029,"In applying the rule requiring adverse litigants to present an honest and actual antagonistic assertion of rights, the Court invalidated an act of Congress which authorized certain Indians to bring suits against the United States to test the constitutionality of the Indian allotment acts, on the ground that such a proceeding was not a case or controversy in that the United States had no interest adverse to the claimants."
7030,"The Court has also held that in contesting the validity of a statute, the issue must be raised by one adversely affected and not a stranger to the operation of the statute, and that the interest must be of a personal as contrasted with an official interest."
7031,"Hence a county court cannot contest the validity of a statute in the interest of third parties, nor can a county auditor contest the validity of a statute even though he is charged with its enforcement, nor can directors of an irrigation district occupy a position antagonistic to it."
7032,"It is a well settled rule that: The Court will not pass upon the constitutionality of legislation , or upon the complaint of one who fails to show that he is injured by its operation, It is equally well established as a corollary that, litigants may challenge the constitutionality of a statute only insofar as it affects them."
7033,"STOCKHOLDERS' SUITS It must be noted, however, that adversity is a relative element which the courts may or may not discover."
7034,"Thus in Pollock _v._ Farmers' Loan and Trust Co., the Supreme Court sustained the jurisdiction of a district court which had enjoined the company from paying an income tax even though the suit was brought by a stockholder against the company, thereby circumventing section of the Revised Statutes, which forbids the maintenance in any court of a suit for the purpose of restraining the collection of any tax."
7035,"Subsequently the Court has found adversity of parties in a suit brought by a stockholder to restrain a title company from investing its funds in farm loan bonds issued by the federal land banks, and in a suit brought by certain preferred stockholders against the Alabama Power Company and the TVA to enjoin the performance of contracts between the company and the authority and a subsidiary, the Electric Home and Farm Authority, on the ground that the act creating these agencies was unconstitutional."
7036,"The ability to find adversity in narrow crevices of casual disagreement is well illustrated by Carter _v._ Carter Coal Co., where the President of the company brought suit against the company and its officials, among whom was Carter's father who was Vice President of the Company."
7037,The Court entertained the suit and decided the case on its merits.
7038,SUBSTANTIAL INTEREST DOCTRINE Equally important as an essential element of a case is the concept of real or substantial interests.
7039,"As a general rule the interest of taxpayers in the general funds of the federal Treasury is insufficient to give them a standing in court to contest the expenditure of public funds on the ground that this interest is shared with millions of others; is comparatively minute and indeterminable; and the effect upon future taxation, of any payment out of the funds, so remote, fluctuating and uncertain, that no basis is afforded for an appeal to the preventive powers of a court of equity."
7040,"Likewise, the Court has held that the general interest of a citizen in having the government administered by law does not give him a standing to contest the validity of governmental action."
7041,Nor can a member of the bar of the Supreme Court challenge the validity of an appointment to the Court since his is merely a general interest common to all members of the public.
7042,Similarly an electric power company has been held not to have a sufficient interest to maintain an injunction suit to restrain the making of federal loans and grants to municipalities for the construction or purchase of electric power distribution plants on the ground that the lender owes the sufferer no enforcible duty to refrain from making the unauthorized loan; and the borrower owes him no obligation to refrain from using the proceeds in any lawful way the borrower may choose.
7043,"Recent cases, involving the issue of religion in the schools, reach somewhat divergent results."
7044,"McCollum _v._ Board of Education, the Court held that a litigant had the requisite standing to bring a mandamus suit challenging, on the basis of her interests as a resident and taxpayer of the school district and the parent of a child required by law to attend the school or one meeting the State's educational requirements, the validity of a religious education program involving the use of public school rooms one half hour each week."
7045,"But in Doremus _v._ Board of Education, decided early in the Court declined jurisdiction in a case challenging the validity of a New Jersey statute which requires the reading at the opening of each public school day of five verses of the Old Testament."
7046,Appellants' interest as taxpayers was found to be insufficient to sustain the proceeding.
7047,Substantial Interest in Suits by States These principles have been applied in a number of cases to which a State was one of the parties and in suits between States.
7048,"One of the most important of these is State of Georgia _v._ Stanton, which was an original suit in equity brought by the State of Georgia against the Secretary of War and others to enjoin the enforcement of the Reconstruction Acts."
7049,The State's counsel contended that enforcement of the acts brought about an immediate paralysis of all the authority and power of the State government by military force; which was divesting the State of her legally and constitutionally established and guaranteed existence as a body politic and a member of the Union.
7050,"The Supreme Court dismissed the suit for want of jurisdiction, holding that for a case to be presented for the exercise of the judicial power, the rights threatened must be rights of persons or property, not merely political rights, which do not belong to the jurisdiction of a court, either in law or equity."
7051,"The rule of the Stanton case was applied and elaborated in Massachusetts _v._ Mellon, where the State in its own behalf and as _parens patriae_ sought to enjoin the administration of the Maternity Act which, it was alleged, was an unconstitutional invasion of the reserved rights of the State and an impairment of its sovereignty."
7052,The suit was held not justiciable on the ground that a State cannot maintain a suit either to protect its political rights or as _parens patriae_ to protect citizens of the United States against the operation of a federal law.
7053,"Concerning the right of a State to sue in its own behalf to protect its political rights, the Court said: In that aspect of the case we are called upon to adjudicate, not rights of person or property, not rights of dominion over physical domain, not quasi sovereign rights actually invaded or threatened, but abstract questions of political power, of sovereignty, of government."
7054,"However, these holdings do not affect the right of a State as _parens patriae_ to intervene in behalf of the economic welfare of its citizens against discriminatory rates set by an alleged illegal combination of carriers, or the right of a State to assert its quasi sovereign rights over wild life within its domain, or to protect its citizens against the discharge of noxious gases by an industrial plant in an adjacent State."
7055,"ABSTRACT, CONTINGENT, AND HYPOTHETICAL QUESTIONS Closely related to the requirements of adverse parties and substantial interests is that of a _real_ issue as contrasted with _speculative_, abstract, hypothetical, or moot cases."
7056,"As put by Chief Justice Stone in Alabama State Federation of Labor _v._ McAdory, it has long been the Court's considered practice not to decide abstract, hypothetical or contingent questions, or as Justice Holmes said years earlier by way of dictum, a party cannot maintain a suit for a mere declaration in the air."
7057,"Texas _v._ Interstate Commerce Commission, presents a good illustration of an abstract question."
7058,"Here, Texas attempted to enjoin the enforcement of the Transportation Act of on the ground that it invaded the reserved rights of the State."
7059,"The Court dismissed the complaint as presenting no case or controversy, declaring: It is only where rights, in themselves appropriate subjects of judicial cognizance, are being, or about to be, affected prejudicially by the application or enforcement of a statute that its validity may be called in question by a suitor and determined by an exertion of the judicial power."
7060,"Again in Ashwander _v._ Tennessee Valley Authority, the Court refused to decide any issue save that of the validity of the contracts between the Authority and the Company because, The pronouncements, policies and program of the Tennessee Valley Authority and its directors, their motives and desires, did not give rise to a justiciable controversy save as they had fruition in action of a definite and concrete character constituting an actual or threatened interference with the rights of the persons complaining."
7061,"Chief Justice Hughes cited New York _v._ Illinois, where the Court dismissed a suit as presenting abstract questions as to the possible effect of the diversion of water from Lake Michigan upon hypothetical water power developments in the indefinite future."
7062,"He also cited among other cases Arizona _v._ California, where it was held that claims based merely upon assumed potential invasions of rights were not enough to warrant judicial intervention."
7063,The concepts of real interests and abstract questions again appear prominently in United Public Workers of America _v._ Mitchell.
7064,"Here a number of government employees sued to enjoin the Civil Service Commission from enforcing the prohibitions of the Hatch Act against activity in political management or campaigns, and to obtain a declaratory judgment that the act was invalid."
7065,"Except for one of the employees none had violated the act, but they did state that they desired to engage in the forbidden political activities."
7066,The Court held that as to all the parties save the one who had violated the act there was no justiciable controversy.
7067,"Concrete legal issues, presented in actual cases, not abstractions were declared to be requisite."
7068,The generality of their objection was regarded as really an attack on the political expediency of the Hatch Act.
7069,"From the rule that courts will not render advisory opinions or write essays in political theory on speculative issues, it follows logically that they will not determine moot cases or suits arranged by collusion between parties who have no opposing interests."
7070,"A moot case has been defined as one which seeks to get a judgment on a pretended controversy, when in reality there is none, or a decision in advance about a right before it has been actually asserted and contested, or a judgment upon some matter which, when rendered, for any reason, cannot have any practical legal effect upon a then existing controversy."
7071,"Cases may become moot because of a change in the law, or the status of the litigants, or because of some act of the parties which dissolves the controversy."
7072,"Just as courts will not speculate an hypothetical question, so they will not analyze dead issues."
7073,"The duty of every federal court, said Justice Gray, is to decide actual controversies by a judgment which can be carried into effect, and not give opinions upon moot questions or abstract propositions, or to declare principles or rules of law which cannot affect the matter at issue in the case before it."
7074,POLITICAL QUESTIONS The rule has been long established that the courts have no general supervisory power over the executive or administrative branches of government.
7075,"In Decatur _v._ Paulding, which involved an attempt by mandamus to compel the Secretary of the Navy to pay a pension, the Supreme Court in sustaining denial of relief stated: The interference of the courts with the performance of the ordinary duties of the executive departments of the government, would be productive of nothing but mischief; and we are quite satisfied, that such a power was never intended to be given to them."
