,Sentences
583,"Do not be discouraged if you do not succeed at first trial, even in public, but try again, and after a bit you will seem to get the knack all at once, and thereafter will have but little trouble in making the demonstration."
584,"If you find that you do not meet with the desired degree of success in this feat, try it by the Simpler Method given at the last of this part of the book."
585,But do not give it up without the proper practice.
586,"If you have carefully performed the previous feats, you should have so developed yourself by this time that you should have no special difficulty in this feat."
587,"The following feats may be performed either upon a large blackboard hanging from the wall, or upon a large sheet of card board, or stiff paper, spread upon the table."
588,"If the blackboard is used, you should stand before it, the Transmitter standing in the usual position."
589,"If the table is used, you should stand before it, the Transmitter in his usual place."
590,"Have the audience select a number, and think intently of it."
591,Impress upon the Transmitter that is to think of the _Shape_ of the figure instead of merely remembering its name.
592,"For instance if the figure is thought of, the Transmitter should think of the _Shape_ of the figure, and not of the word eight."
593,Then begin to circle your hand around over the blackboard just as you did when finding the place of the beginning of the trip of the demonstration mentioned a few minutes ago.
594,"Then bring your pencil or chalk to a starting point, which you will soon perceive."
595,"Then hold your fingers pressing lightly forward, and impart to your hand a trembling vibratory motion as if in hesitation regarding the next movement, saying at the same time to your Transmitter: _Will Hard_ now _Will_ the _Direction_ to me, and you will soon begin to get an impression of Right, or Left, or Down, as the case may be, which you should follow slowly."
596,"Be slow about it, for if the impression is not right you will soon be checked up."
597,Fence around a little until you begin to get the impressions clearly.
598,"You will find that the principal trouble is at the start, for once you are started on the right track, your Transmitter's Will will be freely employed, and he will pour the impressions into you."
599,"Let him feel that it is _his Will_ that is really doing the work, and he will exert it freely."
600,"Once started, these drawing feats are easily performed, the trouble being with the start."
601,"You should practice this feat frequently in private, before attempting it in a public demonstration."
602,This is a variation of the above feat.
603,"A lady in the audience is asked to whisper her age in the ear of the Transmitter, and you are to draw it on the board or paper."
604,"The feat is performed precisely in the manner described above, the Transmitter being cautioned to think of but _one figure at a time during the drawing_."
605,"Akin to the last two feats, is the reading of the number of a bank note held in the hand of the Transmitter."
606,It is performed in precisely the same manner as the preceding feat.
607,"Be sure to have the Transmitter understand that he is to think of but one figure at a time, until it is drawn, and then the next, and so on."
608,"The feat of reading and drawing the number of a person's watch is a variation of the last mentioned demonstration, and is performed in precisely the same way."
609,"Have the audience select some simple geometrical figure, such as a square, triangle, circle, right angle, etc., and proceed to draw it in the same way as the figures in the demonstrations just described."
610,Have the Transmitter hold the figure in his mind and _mentally draw it_ as you proceed.
611,"A little private practice will enable you to draw these figures easily, and in fact, they are really simpler than numbers, although more startlingly effective at times."
612,"The same principle described in the above mentioned test may be extended to apply to the drawing of simple pictures, such as the outline figure of a pig, etc."
613,"The copy is placed on the table or blackboard, so that the Transmitter may easily refer to it, and then you proceed as in the feats above mentioned."
614,Practice this until you get it down fine.
615,"The same principle may be extended to the writing down of the name of a person, town, etc., previously chosen by the audience."
616,"Draw in large letters, so that the eye of the Transmitter may easily follow you at each step."
617,"In all of the Drawing Demonstrations, you should remember the primary principle, i.e."
618,"Follow the line of the least Mental Resistance, and the Will of the Transmitter will invariably lead you to the right direction."
619,"A simpler method of performing the feats and demonstrations which we have styled The More Difficult Feats, is that of having the Transmitter stand by your right side, turning toward you and placing his right hand over yours, _the tips of his fingers_ resting on your fingers _between your large knuckles and first joints_, ."
620,"This method is not nearly so good so far as appearances go, for some critical members of the audience might object that he was in confederacy with you and really helping you to draw but it is highly effective so far as simplifying the feat is concerned."
621,"His finger tips with their nervous matter aroused into activity seem to fairly charge your fingers with nervous energy, or magnetism, and your hand acts almost automatically."
622,"The motion of the Receiver's hand and fingers, under this method becomes almost like the motion of a Planchette, and often writes and draws the numbers, figures, letters, etc., so easily and smoothly, that they seem to be fairly running away from the mind of the performer."
623,"You should at least familiarize yourself with this method, so as to be able to use it in emergencies, or in the case of a poor Transmitter, or else in the case of the more delicate and complex tests."
624,"If you neglect this method, you will have failed to acquaint yourself with one of the most startling features of Contact Mind Reading, which so far touches the higher phenomena that it is closely akin to what is known as Automatic Writing."
625,"In fact, if you are disposed, and are naturally receptive and sensitive to impressions, you may even write a letter through the _Will_ of a good Transmitter, by this method."
626,"By all means make yourself acquainted with its possibilities, and phenomena."
627,We now pass on to a consideration of the more Sensational Feats.
628,"In addition to the feats given in this work, which, together with their countless variations, form the stock in trade of the majority of the professional Mind Readers, there are a number of other feats essayed by the public performers which we have seen fit to group under the general title Sensational Feats."
629,"These feats are described here in order that the student may understand the nature of them, and the manner of their performance."
630,"But we consider such feats suitable only for the sensational advertisements of the professional performers, and always dependent upon more or less spectacular accessories, and attended by even dangerous features in the case of the driving feat."
631,"And therefore we do not offer them for reproduction by the private student, or the parlor demonstrator."
632,"The principal Sensational Feats performed by the professionals, are as follows: THE DRIVING FEAT."
633,"This is performed by the performer, blindfolded as usual, driving a team along the public streets to some selected point, which point is usually a hotel previously selected by a public committee."
634,"Upon reaching the hotel the performer goes to the hotel register, turns the pages and finds a name previously selected."
635,"The performer receives his impressions from members of the committee who are seated beside him on the carriage seat, with their arms on his shoulders, or having hold of his hands, or even connected with him by wire."
636,"The feat is really a spectacular reproduction of the familiar feats described in previous chapters, and the principles governing it are precisely the same."
637,"The Transmitters impress the direction upon him, and he follows the line of the Least Mental Resistance."
638,"This feat is employed either separately, or in connection with the Driving Feat."
639,It consists in the performer opening the combination safe of a hotel or some business establishment.
640,"In this case the Transmitter must know the combination perfectly, and his mental impressions acting upon the performer give him the cue to turn right or left or repeat as the case may be."
641,Of course one must have cultivated a great degree of sensitiveness to mental impressions before he will be able to receive and respond to the direction impressions in this case.
642,"And yet almost any person by following the directions given in this work, and carefully and repeatedly practicing the various feats and demonstrations given herein, may be able to reproduce this feat of the professional performer, who is in constant daily practice, and who is able to devote his entire time to the work, as his bread and butter is concerned therein."
643,"Once the sensitiveness is gained, the details of the work are nothing more than those employed in any of the finding or drawing feats herein described and explained."
644,"In this feat the public committee picks out an object on the desk, or about the office of some one of its members, the office being located some distance from the place of meeting."
645,"The performer then rushes along the public streets, dragging the Transmitter with him, until the office is reached, then up stairs, and into the room selected, and up to the desk, or other place, and lo"
646,"Divesting this feat of all its sensational features, the student will see that it is merely a variation of the ordinary finding feat performed in the parlor."
647,"It creates a great sensation, but there is nothing more wonderful about it than about the simplest finding feat."
648,"Another feat favored by some of the professional performers is that of having a letter placed in a post office lock box, the key of which is given the performer at a point some distance from the post office."
649,"Rushing through the public streets, dragging the Transmitter with him, the performer finds the post office in the usual way, and then locates the lock box, into which he inserts the key and extracts the letter, thus triumphantly completing the feat."
650,"This feat, as every student will see, is merely a variation of the simpler feats manifested in a sensational manner for the purpose of public advertisement."
651,"This feat is another free advertisement demonstration, in which the performer, with the permission of the city officials, discovers the location of a certain fire alarm box, and turns on the alarm with the key which had been previously loaned him."
652,"Some public officials allow this test to be performed, using it as a test alarm for the department as well, and the sight and sound of the clanging fire engines, the smoke, and confusion following upon the sensational Mind Reading demonstration is calculated to cause great excitement and interest in the town, which usually results in packed houses at the night entertainment."
653,"But the test is really nothing but a variation of the simple finding the spot demonstration, with sensational accompaniments."
654,"We might enlarge our list of Sensational feats, but to no real benefit to the student, for they are all cut from the same cloth, and are but improvements upon the simple parlor feats."
655,"If the student wishes to do so, he may invent a dozen similar feats, just as sensational and just as effective."
656,The purpose of the sensational feat is primarily to gain free advertisements for the public performers.
657,As scientific demonstrations they have but very slight value.
658,"In concluding this part of the book, we wish to warn our students against some of the so called Mind Readers who are travelling around the country giving exhibitions of so called Mind Reading which while interesting enough in themselves are nothing but cleverly devised devices intended to counterfeit the genuine phenomena."
659,The majority of these performers have a series of cleverly arranged signal codes by which the confederate conveys to the Mind Reader the name and description of the article handed to the former by some one of the audience.
660,"One of the principal performers in this line in this country had a signal code of over five thousand objects, which he and his confederate had carefully memorized."
661,This code was worked by the plan of asking the blindfolded Mind Reader to name the object.
662,"You can see the possibilities of this when you remember the many different ways in which the same question may be asked, and when you remember that each word, and combination of words, conveys a distinct and separate meaning to the blindfolded one."
663,"Others employ sleight of hand, and legerdemain, in order to produce the illusion."
664,"Prepared pads of paper upon which questions are written, and similar means, are commonly used in such exhibitions."
665,"We do not purpose going into this matter in detail, for such is not the purpose of this work."
666,"But we think it well to call the attention of our students to the same, in order that they may get a clue to some of the various counterfeit exhibitions of Mind Reading which are being advertised by some of the public performers."
667,"There are other public performers, however, who give fine exhibitions of the genuine phenomena."
668,The student of this work should have acquired a sufficient knowledge of its underlying principles to enable him to distinguish between the genuine and the spurious when he sees an exhibition.
669,"If any wish to know more of the counterfeit, there are many good works published on Legerdemain which will satisfy his curiosity."
670,"In the demonstrations described and explained in the previous parts of this work, the mental impressions travel from one mind to another over the channels of the telegraphic wires of the nervous system of the Transmitter and Receiver."
671,"In other words the Mind Reading that is employed in the feats and demonstrations given, is akin to the ordinary telegraphic current travelling over the wires from sending station to receiving station the nervous system of the two persons furnishing a very close counterpart to the telegraphic wire, etc."
672,But there is a step beyond this many steps in fact.
673,"While the Contact Mind Reading which we have described and explained is surely wonderful enough to attract the attention of all thinking minds, still when the advanced student passes on to the field of the Higher Phenomena he is destined to meet with marvelous results which in some cases almost surpass belief."
674,"This Higher Phenomena of Mind Reading, or Telepathic Mind Reading, when compared to the Contact Mind Reading, is as the wireless telegraph when compared to the ordinary telegraph using wires."
675,"In Lesson I, of this book, we have given you the theories held by scientific men regarding the nature of the waves or currents that proceed from one mind to another, and the mechanism by which these waves are registered."
676,"We think it will be interesting to many of you to know that certain Occultists have their own theory regarding this matter, which while not widely known is still of the greatest interest to earnest students of the scientific side of the subject."
677,We allude to what is known as The Pineal Gland theory.
678,"The Pineal Gland is a small gland, cone shaped, and of a reddish gray color, situated in the brain about the middle of the skull, nearly above the top of the spinal column."
679,"It is a compact mass of nervous matter, containing a quantity of what has been called brain sand, which is composed of very small particles of gritty matter."
680,"The anatomists and physiologists confess their ignorance of the function and purpose of the Pineal Gland, and it remains for the Occultists to explain its real nature, which is the receiving and registering of the waves or currents, or vibrations of thought and Will received from another person."
681,"This Pineal Gland is, according to the Occultists, the receiving instrument for the wireless Mind Reading, and in fact it resembles the actual receiver of the wireless telegraph in more than one respect."
682,"In the first place, the student who is practicing the experiments given in previous chapters, and who is making the demonstrations given there, will find that at times he is able to do away with the physical contact."
683,"He will loosen his hold upon the hand of the Transmitter, and at times will sever the contact entirely, and after the feat is demonstrated he will realize to his astonishment that he has performed the principal part of the feat without contact at all."
684,"He may be almost unconscious of this fact, for the reason that he was so much immersed and absorbed in his work that he did not have time to think of these details."
685,"At other times he will find that even before he has made the physical contact with the Transmitter, he will receive a flash of mental impression which will enable him to proceed to the selected location, or object, at once."
686,"These experiences will become so frequent and so strong that he may often perform the entire feat without the physical contact of the Transmitter, and perhaps without any Transmitter at all."
687,"In well developed cases the Receiver may perform the simple feats, and sometimes some of the more complicated ones, merely by the aid of the Concentrated Will of the audience."
688,"We have known of cases in which a pocket knife was the selected and hidden object, and when the demonstrator would enter the room he would receive a sudden mental impression of the word knife, followed by the impression under the sofa pillow, etc., and upon going to the designated spot the knife would be found."
689,"Every person who carefully practices the demonstrations given in this book will be able to add actual experiences of this kind, of his own, which have been experienced by him during the course of his work."
690,"In order to develop the ability to produce the Higher Phenomena, the best course is for the student to frequently practice the demonstration and experiments of Contact Mind Reading, as this will develop the receptive faculties of the mind."
691,"Then the student may occasionally practice with a few sympathetic and harmonious friends, endeavoring to reproduce the demonstrations without physical contact."
692,"He may also try the experiment of having a friend hold a certain number of small buttons, etc., in his hand, and endeavor to _will_ that the student shall guess the right number."
693,"Some people attain a surprising proficiency in this work, almost from the first."
694,"A similar experiment with the pack of cards, the student endeavoring to guess the card drawn from the pack, naming color, suit, and number in turn, may afford successful results."
695,"A number of these experiments may be thought of by an ingenious person, remembering always that the guess is not a guess at all, but an attempt to register the mental impression of the Transmitter."
696,"The student may with great profit endeavor to reproduce the experiments of the Sperry children related in Lesson II of this work, in our account of the experiments of the Society for Psychical Research."
697,The well known Willing Game will afford you an opportunity to develop this faculty of wireless Mind Reading.
698,"Your audience is seated in the room, and you enter blindfolded."
699,An object has been previously selected.
700,"You stand in the centre of the room, and the audience wills to the right ; then forward ; then a little lower down, etc., etc., etc., until the object is found, just as was the case when the Transmitter sends the impressions."
701,"The audience should Will _only one step at a time_, and you should take that one step without thought of the succeeding ones."
702,"The mind should be held as receptive as possible, that is open to vibrations."
703,"Take your time, and do not let hurry or anxiety enter your mind."
704,"It will be well to practice this experiment with members of your family, or with harmonious and sympathetic friends."
705,"Experiments of wireless Mind Reading or Telepathy may be tried between friends at long distances, space apparently presenting no obstacle to the passage of the thought waves."
706,"Pick out some friend with whom you have established a strong _rapport_ condition by means of his having acted as your Transmitter in your Contact Mind Reading experiments, and by having practiced Rhythmic Breathing, as heretofore described."
707,"Have the Transmitter sit in his room at the appointed time, gazing intently at some small simple object, such as a knife, a glass, a cup, a book, etc., and endeavoring to make _a clear mental picture of it_, which picture he should also _Will_ to be reproduced in your mind."
708,"Remember he should think of the looks or appearance of the object not merely of its name he should think of the shape, etc., of the book, instead of thinking the word book."
709,"At the same time you should sit quietly in your room, placing yourself in the same passive, receptive mental attitude that you have acquired and practiced in your Contact Mind Readings."
710,"After a while, if successful, you will get the _mental picture_ of a book, or whatever object was thought of by the Transmitter."
711,"This experiment may be varied from time to time, the principle being the same in all cases."
712,"It will be well for both the Transmitter and the Receiver to keep a written record of the time of each experiment, and the objects thought of."
713,"Several objects may be thought of at a sitting of say five minutes apart, a careful record being kept by both parties of the time, and object, so that a later comparison may show the result of the experiments."
714,"In case of the two people being in different cities, they may mail each other copies of their record for comparison."
715,"Another way of conducting experiments along the lines of the Higher Phenomena of Mind Reading, is akin to the Automatic Writing known to all students of Occultism."
716,"The Transmitter concentrates his thought and Will in the usual manner, while the Receiver places himself in the usual receptive, passive state of mind, and awaits the impressions."
717,"But instead of the Receiver merely sitting as usual, he draws his chair to a table, having a soft pencil in his hand and a pad of paper on the table before him."
718,"He holds the pencil lightly between his fingers, with its point touching the paper and then awaits impressions."
719,"Under good conditions, after waiting a time the pencil will begin to twitch and move feebly."
720,The hands and fingers should allow it full and free motion.
721,After a few moments of indecision the pencil will often begin to write out words.
722,"In many experiments _the word, or object thought of by the Transmitter will be written out, or drawn in full by the hand of the Receiver_ acting automatically."
723,Some experimenters succeed much better with this plan than with the more common method.
724,"Stead, the well known London editor and investigator of Psychic Phenomena, discovered this method while he was experimenting along the lines of Automatic Writing from disembodied souls."
725,"He found that he was really coming in contact with the thought waves emanating from the minds of the living, instead of the dead."
726,"He persisted in his experiments along these lines, and after a time was able to write out full letters embodying the thoughts in the minds of persons of his acquaintance, and others."
727,Other investigators have reproduced his experiments with marvelous results.
728,"There is a great field here, awaiting investigation, and it may be that some of the students of this work are destined to add to the scientific testimony on the subject."
729,"The above simple directions are all that are necessary, in order to conduct this scientific experiment."
730,"There is a great difference in the degrees of rapport existing between different people, and as the degree of success depends upon the degree of rapport, it is of the greatest importance that you find some person with whom you are in harmonious vibration, in order to try these experiments in the Higher Phenomena."
731,We will not burden the student with recitals of experiments to perform in this Higher Phenomena demonstration.
732,"He may readily devise experiments for himself, from the examples given in connection with the Contact Mind Reading."
733,"The Transmitter may think of a card; an object; a name; a place; a scene; a thought; a feeling, etc., etc., without limit."
734,"And it makes no difference in the nature of the experiment or test, whether it be tried at long range, or in the same room, without contact."
735,The feat is the same the principle is the same.
736,"As a further suggestion to the student, we would refer him to Lesson II of this work, to the report of the experiments with Mr. Smith and Mr. Blackburn."
737,"If you will carefully read this report again, you will find a wealth of suggestions regarding the forms of demonstrations."
738,"But, bless your hearts, the experiments may be varied without end the principle is the same in each case."
739,"The underlying principle is that the Transmitter thinks intently upon the appearance of the object or thing, or else upon the feeling connected with it if it be a feeling instead of an object; and the Receiver endeavors to receive the impression."
740,"The Transmitter manifests an Active _Will_ to transmit the mental image, while the Receiver assumes a passive, receptive _desire_ to receive the impression."
741,The one is all _Will_ the other is all _Desire_.
742,"Concluding this chapter on the Higher Phenomena of Mind Reading, we would say to the students that very few of them will have the perseverance to continue their experiments beyond the point of Contact Mind Reading, or perhaps the simplest forms of the Higher Phenomena."
743,"Contact Mind Reading is far more satisfactory to the average person, for its results are very constant indeed, and comparatively little labor, time and trouble are necessary to make the demonstrations."
744,"While on the contrary the results of the demonstrations of the Higher Phenomena are less constant except in the cases of very highly developed Receivers, working with Transmitters in almost perfect _rapport_ and harmony."
745,"Then the average experiments along the lines of the Higher Phenomena, some days will prove highly successful, while other days will be almost barren of result."
746,"In fact there seems to be a sort of spontaneous action in the production of the Higher Phenomena, and the degree of success depends more or less upon some _conditions_ of the mental world, not as yet fully understood by science."
747,"But to those who wish to push into the Unknown as far as they may do so, this field of the Higher Phenomena of Mind Reading offers a fascination and attraction difficult to express to those who have not experienced it."
748,"Practical Psychomancy and Crystal Gazing By WILLIAM WALKER ATKINSON A Series of Eleven Lessons on the Psychic; Phenomena of Distant Sensing, Clairvoyance, Psychometry, Crystal Gazing, etc."
749,PARTIAL SYNOPSIS OF CONTENTS: Scientific principles underlying Psychomancy.
750,Sensing objects by the Astral Senses.
751,How to Develop Yourself. Development Methods.
752,How to use the Crystal and Mirror.
753,Simple and Space Psychomancy and their difference.
754,The Astral Tube. Psychometry. Five Methods.
755,"Directions of How to Do It, etc."
756,Astral Projection. What the Trained Experimentor may do.
757,Space Psychomancy. What may be accomplished by means of it.
758,"Sensing the scenes, occurrences and objects of the Past, by Astral Vision."
759,Future Time Psychomancy. Future events casts their shadows before.
760,Dream Psychomancy. This lesson will explain many instances in your own experience.
761,"This most interesting study is stated clearly, so that all may readily understand the fundamental principle of Psychic communication."
762,"Price, Cloth, cents TRANSCRIBER'S NOTE: Throughout this edition of Practical Mind Reading the author uses underlining for emphasis."
763,"In this plain text version of the e book, underlined words are represented as _underlining_."
764,Bold text is represented as bold .
765,Obvious typos and printer errors have been corrected without comment.
766,"Other than obvious errors, the spelling, grammar, and use of punctuation are preserved as they appear in the original publication."
767,Internal inconsistencies in the original publication have not been corrected in this version but are preserved as originally printed.
768,These inconsistencies include: Inconsistent hyphenation References on page to the Sperry children refer to the Creery experiments mentioned on page
